place_name;rating;address;city;province;makanan_khas
Flower Farm Setiya Aji;4,1;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Taman Buah Surabaya;4,1;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Waterpark Kenjeran Surabaya;4,1;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Taman Agrowisata Cilangkap;4,2;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Margasatwa Muara Angke;4,2;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Sindu Kusuma Edupark (SKE);4,2;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
The World Landmarks - Merapi Park Yogyakarta;4,2;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Green Village Gedangsari;4,2;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Puncak Segoro;4,2;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Dago Dreampark;4,2;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Tafso Barn;4,2;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Curug Luhur Waterfall;4,2;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Bukit Jamur;4,2;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Happyfarm Ciwidey;4,2;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Water Blaster Bukit Candi Golf;4,2;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Benteng Pendem;4,2;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Jembatan Biru Ambarawa;4,2;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Brown Canyon;4,2;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Taman Barunawati;4,2;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Kenjeran Park;4,2;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Pantai Ria Kenjeran;4,2;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Taman Hiburan Rakyat;4,2;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Pecinan Glodok;4,3;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Wisata Alam Mangrove Angke;4,3;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
SnowBay Waterpark;4,3;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Hutan Kota Srengseng;4,3;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Alive Museum Ancol;4,3;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Taman Pelangi Yogyakarta;4,3;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
The Lost World Castle;4,3;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Monumen Sanapati;4,3;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Kampung Wisata Rejowinangun;4,3;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Goa Cemara;4,3;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Blue Lagoon Jogja;4,3;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Watu Lumbung;4,3;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Goa Rancang Kencono;4,3;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Depok Jogja;4,3;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Galaxy Waterpark Jogja;4,3;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Congot;4,3;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Panghegar Waterboom Bandung;4,3;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Teras Cikapundung BBWS;4,3;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Monumen Bandung Lautan Api;4,3;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Ciwangun Indah Camp Official;4,3;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Taman Vanda;4,3;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Taman Budaya Jawa Barat;4,3;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Curug Bugbrug;4,3;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Peta Park;4,3;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Pasar Baru;4,3;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Taman Film;4,3;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Sendang Geulis Kahuripan;4,3;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Pemandian Air Panas Ciater;4,3;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
The Lodge Maribaya;4,3;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Kawah Rengganis Cibuni;4,3;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Kampung Pelangi;4,3;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Hutan Wisata Tinjomoyo Semarang;4,3;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Wisata Mangrove Tapak;4,3;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Taman Bunga Celosia;4,3;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Waduk Jatibarang;4,3;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Wisata Lereng Kelir;4,3;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Wisata Eling Bening;4,3;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Goa Rong;4,3;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Kampoeng Kopi Banaran;4,3;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Obyek Wisata Goa Kreo;4,3;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Ekowisata Mangrove Wonorejo;4,3;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Hutan Bambu Keputih;4,3;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Taman Keputran;4,3;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Kebun Binatang Surabaya;4,3;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Ciputra Waterpark;4,3;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Patung Buddha Empat Rupa;4,3;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Setu Babakan;4,4;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Pasar Taman Puring;4,4;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Museum Bahari Jakarta;4,4;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Museum Seni Rupa dan Kramik;4,4;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
The Escape Hunt;4,4;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Pantai Ancol;4,4;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Taman Ayodya;4,4;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Pasar Petak Sembilan;4,4;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Waterboom PIK (Pantai Indah Kapuk);4,4;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Museum Perangko;4,4;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Taman Hutan Tebet;4,4;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Mall Thamrin City;4,4;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
De Mata Museum Jogja;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Situs Warungboto;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Kampung Wisata Kadipaten;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Tebing Breksi;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Candi Donotirto;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Embung Tambakboyo;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Lava Bantal;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Watu Goyang;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Studio Alam Gamplong;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Desa Wisata Gamplong;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Wisata Alam Kalibiru;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Jogja Exotarium;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Goa Cerme;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Desa Wisata Kelor;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Baron;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pasar Kebon Empring Bintaran;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pintoe Langit Dahromo;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Nglambor;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Museum Gunung Merapi;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Jogja Bay Pirates Adventure Waterpark;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Sepanjang;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Glagah;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Air Terjun Sri Gethuk;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Jogan;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Pantai Ngrenehan;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Desa Wisata Pulesari;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Wisata Kaliurang;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Heha Sky View;4,4;;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Farm House Susu Lembang;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Kawasan Punclut;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Stone Garden Citatah;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
The Great Asia Africa;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Gua Belanda;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Taman Lalu Lintas Ade Irma Suryani Nasution;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Lawangwangi Creative Space;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Jendela Alam;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Curug Tilu Leuwi Opat;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Kiara Artha Park;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Taman Lansia;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Museum Barli;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Wisata Batu Kuda;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Museum Mandala Wangsit Siliwangi;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Caringin Tilu;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Panama Park 825;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Roemah Seni Sarasvati;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Puspa Iptek Sundial;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Batununggal Indah Club;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Mountain View Golf Club;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Sanghyang Heuleut;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Lereng Anteng Panoramic Coffee Place;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Situ Cileunca;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Perkebunan Teh Malabar;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Taman Begonia;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Curug Malela;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Glamping Lakeside Rancabali;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Taman Miniatur Kereta Api;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Bukit Gantole Cililin;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Bandros City Tour;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Kota Mini;4,4;;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Grand Maerakaca;4,4;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Taman Pandanaran;4,4;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Old City 3D Trick Art Museum;4,4;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Saloka Theme Park;4,4;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Danau Rawa Pening;4,4;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Tirto Argo Siwarak;4,4;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Monumen Palagan Ambarawa;4,4;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Hutan Pinus Kayon;4,4;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Taman Tabanas;4,4;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Kampung Batik Gedong Semarang;4,4;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Air Terjun Semirang;4,4;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Watu Gunung Ungaran;4,4;;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Taman Harmoni Keputih;4,4;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Air Mancur Menari;4,4;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Monumen Kapal Selam;4,4;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Taman Kunang-Kunang;4,4;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Surabaya North Quay;4,4;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Kebun Bibit Wonorejo;4,4;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Keraton Surabaya;4,4;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Museum Kesehatan Dr. Adhyatma;4,4;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Atlantis Land Surabaya;4,4;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Taman Mundu;4,4;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Museum Mpu Tantular;4,4;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Taman Air Mancur Menari Kenjeran;4,4;;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Museum Taman Prasasti;4,5;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Museum Wayang;4,5;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Sea World;4,5;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Wisata Agro Edukatif Istana Susu Cibugary;4,5;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Taman Menteng;4,5;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Skyrink - Mall Taman Anggrek;4,5;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Bumi Perkemahan Cibubur;4,5;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Museum Macan (Modern and Contemporary Art in Nusantara);4,5;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Taman Situ Lembang;4,5;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Kampung Cina;4,5;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Rumah Sipitung;4,5;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
